id,Company Name,Company Type,Company industry,Company size,Country,Working days,Overtime Policy,Company overview,Our key skills,Why you'll love working here,Location,Href,Company_overview,clean_text,length_original,length_cleaned,word_count_original,word_count_cleaned
391,Skedulo Vietnam,IT Product,Software Products and Web Services,151-300 employees,Australia,Monday - Friday,No OT,"Skedulo Vietnam
Here at Skedulo we’re on a mission to support the 2.7 billion people in the world—and the companies that employ them—who do not work at a desk every day. Our global teams are collaborative, ambitious, innovative, and passionate about helping our customers realize their fullest potential by enabling their mobile workforces.

The Skedulo team is a tight-knit group of builders who are passionate about shaping our platform that is relied upon daily by thousands of users across the globe. We are looking for motivated, self-starters who share our values, challenge the status quo, and push the pace of innovation in order to accelerate growth. If you’re drawn to solving hard problems and want to help design software that will make a difference in people’s lives, Skedulo is for you. Visit our website to learn more about what Skedulo does and to learn more about our people and team.","ReactJS
NodeJS
Java
CSS
JavaScript
Salesforce","MacBook Pro provided
Learning & Development Sponsorship
Private Medical Benefits for employee + family
+3
Competitive Salary Package including 13th month bonus
New Hire Stock Options
Employee Referral Bonus Program 
3 volunteer days per year 
100% employer paid subscription to Modern Health (includes 6 coaching & 6 therapy session per year)
A generous budget to spend on setting up your home office or WFH station 
100% employer paid access to Udemy (Learning & Development) ","{'Ho Chi Minh': ['An Phú Plaza, 117-119 Ly Chinh Thang street, Vo Thi Sau ward, District 3, Ho Chi Minh']}","https://itviec.com/companies/skedulo-vietnam
",skedulo vietnam skedulo mission support 2 7 billion people world companies employ work desk day global teams collaborative ambitious innovative passionate helping customers realize fullest potential enabling mobile workforces skedulo team tight knit group builders passionate shaping platform relied daily thousands users globe looking motivated self starters share values challenge status quo push pace innovation order accelerate growth drawn solving hard problems want help design software make difference people s lives skedulo visit website learn skedulo does learn people team,skedulo vietnam skedulo mission support billion people world companies employ work desk day global teams collaborative ambitious innovative passionate helping customers realize fullest potential enabling mobile workforces skedulo team tight knit group builders passionate shaping platform relied daily thousands users globe looking motivated self starters share values challenge status quo push pace innovation order accelerate growth drawn solving hard problems want help design software make difference people s lives skedulo visit website learn skedulo learn people team,901,573,150,77
392,Skindex AI,IT Product,Healthcare,1-50 employees,Vietnam,Monday - Friday,No OT,"Skindex AI
Skindex Technology Co Ltd, based in Hanoi, specializes in mobile apps that use AI technology to detect facial and cosmetics problems and create personalized daily skincare routines",,,"{'Ha Noi': ['Tầng 2 tòa nhà Westa 102 Trần Phú, Ha Dong, Ha Noi']}","https://itviec.com/companies/skindex-ai
",skindex ai skindex technology based hanoi specializes mobile apps use ai technology detect facial cosmetics problems create personalized daily skincare routines,skindex ai skindex technology based hanoi specializes mobile apps use ai technology detect facial cosmetics problems create personalized daily skincare routines,191,160,29,21
393,Skulink Pty Ltd,IT Product,IT Services and IT Consulting,1-50 employees,Australia,Monday - Friday,No OT,"Skulink Pty Ltd
Skulink Pty Ltd",,,"{'Ho Chi Minh': ['., District 1, Ho Chi Minh']}","https://itviec.com/companies/skulink-pty-ltd
",skulink pty skulink pty,skulink pty skulink pty,31,23,6,4
394,SkyLab,IT Product,IT Services and IT Consulting,51-150 employees,Singapore,Monday - Friday,No OT,"SkyLab believes in the connectivity and network of things
About Us
SkyLab is a cloud service platform company revolutionizing the way data, content, applications and workloads are managed across hybrid environments from Data Center, Private Cloud, Public Cloud and On-premise Edge.

SkyLab’s innovative cloud service platform FusionFlow™ provides a unified application runtime environment and networking that empowers our clients and partners to launch innovative products and services.

FusionFlow has been deployed by major service providers globally to power state-of-the-art services such as GPUaaS, BMaaS, AIaaS, enabling cutting-edge applications, services and workloads across hybrid environments.

The SkyLab team comprises industry specialists and experts in data center infrastructure, IaaS, PaaS, content delivery networks, software development, wired and wireless communications and engineering domains.
You can visit our website and see our company in media at https://www.skylabteam.com/","Skills We Need
Linux
C++
Ruby on Rails
Database
Software Architect
Networking
Over the years, SkyLab has deployed large scale networks for the following segments.Location Based B2B M2M solution, PV Solar metering Smart offshore and onshore remote sensing, Mission Critical Video Surveillance systems, Government and Private Enterprise full Turn key Communications Infrastructure, Carrier Grade Transmission network solutions.","Hi-tech working environment
Young and dynamic colleagues
International experience
Competitive package
Professional working environment
Opportunities to challenge and develop your career
Social insurance, health insurance, unemployment insurance as labor law stipulated
Premium Healthcare
Opportunity to participate in stock option program.
Public holiday and Annual leave in accordance with the Vietnamese labour law","{'Ho Chi Minh': ['Dien Bien Phu, District 3, Ho Chi Minh']}","https://itviec.com/companies/skylab
",skylab believes connectivity network things skylab cloud service platform company revolutionizing way data content applications workloads managed hybrid environments data center private cloud public cloud premise edge skylab s innovative cloud service platform fusionflow provides unified application runtime environment networking empowers clients partners launch innovative products services fusionflow deployed major service providers globally power state art services gpuaas bmaas aiaas enabling cutting edge applications services workloads hybrid environments skylab team comprises industry specialists experts data center infrastructure iaas paas content delivery networks software development wired wireless communications engineering domains visit website company media https www skylabteam com,skylab believes connectivity network things skylab cloud service platform company revolutionizing way data content applications workloads managed hybrid environments data center private cloud public cloud premise edge skylab s innovative cloud service platform fusionflow provides unified application runtime environment networking empowers clients partners launch innovative products services fusionflow deployed major service providers globally power state art services gpuaas bmaas aiaas enabling cutting edge applications services workloads hybrid environments skylab team comprises industry specialists experts data center infrastructure iaas paas content delivery networks software development wired wireless communications engineering domains visit website company media skylabteam com,1001,792,133,95
395,Skylink Innovation,IT Product,Software Products and Web Services,51-150 employees,Vietnam,Monday - Friday,No OT,"Skylink Innovation
At Skylink Innovation, we are reshaping the future of how businesses manage customer relationships with innovative CRM solutions. Join a team that thrives on creativity, collaboration, and a passion for delivering exceptional user experiences. As part of our design team, you’ll have the opportunity to make a real impact and grow your career in a fast-paced, dynamic environment.",,,"{'Ho Chi Minh': ['Văn phòng số 16 Tầng 8, Tòa nhà Cantavil, số 1 Song Hành, Xa lộ Hà Nội, Phường An Phú, Thu Duc City, Ho Chi Minh']}","https://itviec.com/companies/skylink-innovation
",skylink innovation skylink innovation reshaping future businesses manage customer relationships innovative crm solutions join team thrives creativity collaboration passion delivering exceptional user experiences design team ll opportunity make real impact grow career fast paced dynamic environment,skylink innovation skylink innovation reshaping future businesses manage customer relationships innovative crm solutions join team thrives creativity collaboration passion delivering exceptional user experiences design team ll opportunity make real impact grow career fast paced dynamic environment,399,298,60,36
396,SmartOSC,IT Outsourcing,IT Services and IT Consulting,1000+ employees,Vietnam,Monday - Friday,Extra salary for OT,"Vietnam's premium e-commerce solutions provider
Established in 2006, SmartOSC is a premium, full-service e-commerce agency. We offer simple yet effective solutions, from consulting, website development, UX/UI design to managed services. With a variety of large customers in North America, Asia, ANZ and Europe, SmartOSC’s technical and business expertise is built around selected platforms including Adobe Commerce (Magento), Sitecore, BigCommerce, Shopify Plus, Kentico, Optimizely and Salesforce Commerce Cloud.
Over the years, SmartOSC has attracted both tech and non-tech specialists, increasing the number of employees to over 1,000 across Vietnam, Singapore, Japan, USA, Australia, UK, Thailand, Korea and Indonesia. With a “people-centric” strategy, we always strive to enable employees to grow sustainably and pursue their passion with a transparent career path.","PHP
Java
.NET
Magento
ASP.NET
J2EE
Good experience with popular PHP frameworks
Solid knowledge of JavaScript and can apply OOP practice with JavaScript
Experienced with Magento/Wordpress/Drupal/Joomla and other CMS and e-commerce system
Experienced with Linux or Windows server, deployment, and configuration","Attractive salary package
Onsite opportunity in Europe, Australia, US, Japan
Firm’s Certified Qualifications Sponsorship
+3
 At SmartOSC, we offer the bests to your values:
Online interview accepted
Attractive salary package 
Onsite opportunity in Europe, Australia, US
Firm’s Certified Qualifications Sponsorship for career development
Salary review twice a year
Premium health care up to $3,000/year
Working at Magneto’s #1 partner in Vietnam","{'Ha Noi': ['Handico Tower, Pham Hung, Nam Tu Liem, Ha Noi'], 'Ho Chi Minh': ['Tuoi Tre building, 60A Hoang Van Thu, Phu Nhuan, Ho Chi Minh'], 'Da Nang': ['31 Trần Phú, Hai Chau, Da Nang', '65 Hải Phòng, Hai Chau, Da Nang'], 'Others': ['Tokyo, Japan']}","https://itviec.com/companies/smartosc
",vietnam s premium e commerce solutions provider established 2006 smartosc premium service e commerce agency offer simple effective solutions consulting website development ux ui design managed services variety large customers north america asia anz europe smartosc s technical business expertise built selected platforms including adobe commerce magento sitecore bigcommerce shopify plus kentico optimizely salesforce commerce cloud years smartosc attracted tech non tech specialists increasing number employees 1 000 vietnam singapore japan usa australia uk thailand korea indonesia people centric strategy strive enable employees grow sustainably pursue passion transparent career path,vietnam s premium e commerce solutions provider established smartosc premium service e commerce agency offer simple effective solutions consulting website development ux ui design managed services variety large customers north america asia anz europe smartosc s technical business expertise built selected platforms including adobe commerce magento sitecore bigcommerce shopify plus kentico optimizely salesforce commerce cloud years smartosc attracted tech non tech specialists increasing number employees vietnam singapore japan usa australia uk thailand korea indonesia people centric strategy strive enable employees grow sustainably pursue passion transparent career path,870,676,119,87
397,SMG Swiss Marketplace Group,IT Product,Software Products and Web Services,51-150 employees,Switzerland,Monday - Friday,No OT,"2024, 2025 Vietnam Best IT Companies ! Engineering leading marketplace platforms in Switzerland.
 Welcome to SMG Swiss Marketplace Group Vietnam!!!
 We are an Innovation Centre in Vietnam of SMG Swiss Marketplace Group, a pioneering network of online marketplaces and a leading European digital company that simplifies people’s lives with forward-looking products.
 Our exciting portfolio currently spans four business areas and includes:
Real Estate (ImmoScout24, Homegate, Flatfox.ch, Immostreet.ch, home.ch, Acheter-Louer.ch)
Automotive (AutoScout24, MotoScout24)
General Marketplaces (anibis.ch, tutti.ch, Ricardo)
Finance and Insurance (FinancesSout24, moneyland.ch)
 OUR PURPOSE:
We simplify lives by connecting and empowering millions of people to make efficient and informed decisions. We aim to be the international reference for digital marketplaces and an exciting place to work, always seeking excellence while driving sustainable choices.
 OUR VALUES:
Better Together • Aim High • Act Responsibly
 OUR ACHIEVEMENTS: 
2023 Best Workplaces in Asia™ by Great Place To Work®
2023 Vietnam Best Workplaces™ by Great Place To Work®
2024 Vietnam Best IT Companies by Itviec 
2025 Vietnam Best IT Companies by Itviec ","MODERN TECH STACK & TOOLS
AWS
JavaScript
Java
Flutter
Android
iOS
Domain Driven Design, Micro-services, Serverless, Clean Architecture
AWS, Lambda, SNS, NodeJS, TypeScript  
Java, Springboot
GoLang
ReactJS, VueJS, Micro-Frontend
Kotlin, Swift, Flutter/Dart, Android, iOS 
Datadog, Sentry, Cloudfare
Backstage, Figma, Jira, Github ","A leading Swiss product company
A winner of Vietnam Best IT Companies 2024, 2025
Hybrid working model, flexible time arrangement
+3
Attractive salary you’ll love!!!
Full salary in probation
13th-month bonus, Annual bonus from Profit Growth Sharing Plan
21+ annual paid days off
24 paid days equivalent per year for learning & knowledge sharing activities
Full contribution to social insurance
Premium private insurances coverage for you and your family members
plan and yearly budget for educational courses, and conferences, aiming to grow both your","{'Ho Chi Minh': ['Viettel Tower, 285 CMT8, District 10, Ho Chi Minh']}","https://itviec.com/companies/smg-swiss-marketplace-group
",2024 2025 vietnam best companies engineering leading marketplace platforms switzerland welcome smg swiss marketplace group vietnam innovation centre vietnam smg swiss marketplace group pioneering network online marketplaces leading european digital company simplifies people s lives forward looking products exciting portfolio currently spans business areas includes real estate immoscout24 homegate flatfox ch immostreet ch home ch acheter louer ch automotive autoscout24 motoscout24 general marketplaces anibis ch tutti ch ricardo finance insurance financessout24 moneyland ch purpose simplify lives connecting empowering millions people make efficient informed decisions aim international reference digital marketplaces exciting place work seeking excellence driving sustainable choices values better aim high act responsibly achievements 2023 best workplaces asia great place work 2023 vietnam best workplaces great place work 2024 vietnam best companies itviec 2025 vietnam best companies itviec,vietnam best companies engineering leading marketplace platforms switzerland welcome smg swiss marketplace group vietnam innovation centre vietnam smg swiss marketplace group pioneering network online marketplaces leading european digital company simplifies people s lives forward looking products exciting portfolio currently spans business areas includes real estate immoscout homegate flatfox ch immostreet ch home ch acheter louer ch automotive autoscout motoscout general marketplaces anibis ch tutti ch ricardo finance insurance financessout moneyland ch purpose simplify lives connecting empowering millions people make efficient informed decisions aim international reference digital marketplaces exciting place work seeking excellence driving sustainable choices values better aim high act responsibly achievements best workplaces asia great place work vietnam best workplaces great place work vietnam best companies itviec vietnam best companies itviec,1221,962,168,122
398,Softly LLC,IT Product,Software Products and Web Services,1-50 employees,Vietnam,Monday - Friday,No OT,"Softly
With cutting-edge technology and seamless integration, we provide scalable solutions that ensure your systems run smoothly and efficiently.","We provide scalable solutions to hi tech challenges.
Golang
Rust
PostgreSql
VueJS
NodeJS
Linux
With cutting-edge technology and seamless integration, we provide scalable solutions that ensure your systems run smoothly and efficiently.","Rapid growth and opportunity for advancement
Opportunity to tackle unique challenges
Flexible remote work in native Vietnamese language
Softly is a rapidly growing platform of experts solving unique hi-tech problems.   Excellent opportunity for career advancement and professional growth, while providing a balanced work environment with flexible hours, remote work and Vietnamese language.","{'Others': ['Suite 422, Kingstown, Saint Vincent and the Grenadines.'], 'Ha Noi': ['Remote, Ba Dinh, Ha Noi'], 'Ho Chi Minh': ['Remote HCM, Thu Duc City, Ho Chi Minh']}","https://itviec.com/companies/softly-llc
",softly cutting edge technology seamless integration provide scalable solutions ensure systems run smoothly efficiently,softly cutting edge technology seamless integration provide scalable solutions ensure systems run smoothly efficiently,146,118,19,14
399,SoftNET Network Co Ltd.,IT Product,,1-50 employees,Slovenia,Monday - Friday,No OT,"European telecommunication network company provide best solutions in connectivity
SoftNET is a privately held regional provider of telecommunication services established in 1996 in Slovenia. Following its expansion, SoftNET has built the most advanced IP network and opened offices in all over Euroupe and Asia likes: Vietnam, Philippines, Singapore, Hong Kong and China where it has top-level teams of specialists.
SoftNET's main goal today is helping a growing number of our clients migrate from traditional telephony services to IP-based solutions that reduce costs and increase productivity. In Vietnam, SoftNet stays focus on Connectivity (Internet access, IP-VPN and MPLS services, Ethernet Private Line…) and Communication (IP-PBX, SIP trunk, IP centrex…).
We are eager to grow bigger and stronger with the helps of our talented peoples maybe including you.","Technology We Use
System Engineer
English
Networking
IT Support
QA QC
CCNA/JUPINER equal CCNA is required. Others CCNP, MCITP, MCSA, HP Unix, Oracle, Solaris Unix, Window Server….is plus","International work environment
Comfortable work place
Extensive coaching and training
Professional working environment but casual ambiance
Work with International teams
13th salary based of work performance
Attractive salaries and great benefits
Extra Healthcare Insurance including annual medical check-up
Full labor insurance (social, health, unemployed)
Training courses: English, soft skills...
Unlimited coffee & tea breaks
Free dress code","{'Ho Chi Minh': ['Level 2, 93 Nguyen Du, Ben Nghe Ward, District 1, Ho Chi Minh'], 'Ha Noi': ['Room 5A03, Level 5, SD Building, No. 7 Alley 6, Vu Duc Thuan Street, Viet Hung Ward, Long Bien, Ha Noi']}","https://itviec.com/companies/softnet-network-co-ltd
",european telecommunication network company provide best solutions connectivity softnet privately held regional provider telecommunication services established 1996 slovenia following expansion softnet built advanced ip network opened offices euroupe asia likes vietnam philippines singapore hong kong china level teams specialists softnet s main goal today helping growing number clients migrate traditional telephony services ip based solutions reduce costs increase productivity vietnam softnet stays focus connectivity internet access ip vpn mpls services ethernet private line communication ip pbx sip trunk ip centrex eager grow bigger stronger helps talented peoples maybe including,european telecommunication network company provide best solutions connectivity softnet privately held regional provider telecommunication services established slovenia following expansion softnet built advanced ip network opened offices euroupe asia likes vietnam philippines singapore hong kong china level teams specialists softnet s main goal today helping growing number clients migrate traditional telephony services ip based solutions reduce costs increase productivity vietnam softnet stays focus connectivity internet access ip vpn mpls services ethernet private line communication ip pbx sip trunk ip centrex eager grow bigger stronger helps talented peoples maybe including,864,683,126,88
400,SoftRoad Việt Nam,IT Product,IT Services and IT Consulting,1-50 employees,Japan,Monday - Friday,Extra salary for OT,"SoftRoad Việt Nam
Công ty TNHH Soft Road Việt Nam là công ty chi nhánh 100% vốn của Công ty TNHH SoftRoad, có trụ sở chính tại Tokyo, Nhật Bản.
Công ty TNHH SoftRoad có trụ sở chính được thành lập vào năm 2001. Đây là công ty nâng cấp hệ thống AI chuyên nghiệp lớn nhất tại Nhật Bản. Công nghệ SystemReform, với tốc độ tăng trưởng trung bình hàng năm là 30%.
Khách hàng chiếm hơn 30% trong số 200 công ty hàng đầu của Nhật Bản. Công nghệ hàng đầu thế giới.
Công ty đã vượt qua chỉ số niêm yết trên Topix (tương đương với cổ phiếu China A), và đang mở rộng hoạt động kinh doanh sang thị trường Châu Âu và Châu Mỹ.
Công ty có hơn 30 nhân viên R&D cấp cao và hơn 350 nhân viên quản lý và phát triển chuyên nghiệp. Nội dung và trình độ công việc về cơ bản tương đương với các công ty phần mềm lớn nhất Nhật Bản như NEC và Fujitsu, và đồng hành khách hàng trong quá trình phát triển.
Với việc mở rộng kinh doanh và tiến sang thị trường Châu Âu và Châu Mỹ, Công ty TNHH SoftRoad Việt Nam được thành lập, trong thời gian tới nghiệp vụ chủ yếu khách hàng tại Nhật Bản, Châu Âu và Hoa Kỳ và các khu vực khác, mục tiêu là thiết lập vị thế của công ty nâng cấp hệ thống AI số 1 thế giới.","Java
Spring
SQL
HTML5
Japanese
COBOL","Multinational working environment
Attractive salary
Top 1 System Reform professional company in Japan
+3
Career development based on your skill and expectation. Have opportunity to become part of our young Leadership team.
Professional and flexible working environment
Multinational working environment, you will have opportunities for overseas assignments at company branches (Japan, China, US)
Competitive salary
Upto 15 months’ salary per year
Monthly KPI Evaluation and Outstanding Employees Bonus","{'Ha Noi': ['14th floor, Richy Tower, No 35 Mac Thai To, Yen Hoa ward, Cau Giay district, Ha Noi., Cau Giay, Ha Noi']}","https://itviec.com/companies/softroad-viet-nam
",softroad việt nam công ty tnhh soft road việt nam là công ty chi nhánh 100 vốn của công ty tnhh softroad có trụ sở chính tại tokyo nhật bản công ty tnhh softroad có trụ sở chính được thành lập vào năm 2001 đây là công ty nâng cấp hệ thống ai chuyên nghiệp lớn nhất tại nhật bản công nghệ systemreform với tốc độ tăng trưởng trung bình hàng năm là 30 khách hàng chiếm hơn 30 trong số 200 công ty hàng đầu của nhật bản công nghệ hàng đầu thế giới công ty đã vượt qua chỉ số niêm yết trên topix tương đương với cổ phiếu china và đang mở rộng hoạt động kinh doanh sang thị trường châu âu và châu mỹ công ty có hơn 30 nhân viên r d cấp cao và hơn 350 nhân viên quản lý và phát triển chuyên nghiệp nội dung và trình độ công việc về cơ bản tương đương với các công ty phần mềm lớn nhất nhật bản như nec và fujitsu và đồng hành khách hàng trong quá trình phát triển với việc mở rộng kinh doanh và tiến sang thị trường châu âu và châu mỹ công ty tnhh softroad việt nam được thành lập trong thời gian tới nghiệp vụ chủ yếu khách hàng tại nhật bản châu âu và hoa kỳ và các khu vực khác mục tiêu là thiết lập vị thế của công ty nâng cấp hệ thống ai số 1 thế giới,softroad việt nam công ty tnhh soft road việt nam là công ty chi nhánh vốn của công ty tnhh softroad có trụ sở chính tại tokyo nhật bản công ty tnhh softroad có trụ sở chính được thành lập vào năm đây là công ty nâng cấp hệ thống ai chuyên nghiệp lớn nhất tại nhật bản công nghệ systemreform với tốc độ tăng trưởng trung bình hàng năm là khách hàng chiếm hơn trong số công ty hàng đầu của nhật bản công nghệ hàng đầu thế giới công ty đã vượt qua chỉ số niêm yết trên topix tương đương với cổ phiếu china và đang mở rộng hoạt động kinh doanh sang thị trường châu âu và châu mỹ công ty có hơn nhân viên r d cấp cao và hơn nhân viên quản lý và phát triển chuyên nghiệp nội dung và trình độ công việc về cơ bản tương đương với các công ty phần mềm lớn nhất nhật bản như nec và fujitsu và đồng hành khách hàng trong quá trình phát triển với việc mở rộng kinh doanh và tiến sang thị trường châu âu và châu mỹ công ty tnhh softroad việt nam được thành lập trong thời gian tới nghiệp vụ chủ yếu khách hàng tại nhật bản châu âu và hoa kỳ và các khu vực khác mục tiêu là thiết lập vị thế của công ty nâng cấp hệ thống ai số thế giới,1176,1122,254,246
401,Sohaco Group,IT Product,,51-150 employees,Vietnam,,,"Nhà sản xuất, nhập khẩu và phân phối Dược phẩm hàng đầu của Việt Nam SOHACO là nhà sản xuất, nhập khẩu và phân phối Dược phẩm hàng đầu của Việt Nam. SOHACO có nhà máy sản xuất Dược phẩm hiện đại, có hệ thống phân phối Dược phẩm toàn quốc. SOHACO phát triển bền vững trong 22 năm qua liên tục đạt mức tăng trưởng 25% – 30%. Năm 2014 doanh thu đạt mốc hơn 1500 tỷ đồng.","Our Key Skills
Database
IT Support
Networking",,"{'Ha Noi': ['1 Nguyễn Huy Tưởng, Thanh Xuan, Ha Noi']}","https://itviec.com/companies/sohaco-group
",nhà sản xuất nhập khẩu và phân phối dược phẩm hàng đầu của việt nam sohaco là nhà sản xuất nhập khẩu và phân phối dược phẩm hàng đầu của việt nam sohaco có nhà máy sản xuất dược phẩm hiện đại có hệ thống phân phối dược phẩm toàn quốc sohaco phát triển bền vững trong 22 năm qua liên tục đạt mức tăng trưởng 25 30 năm 2014 doanh thu đạt mốc hơn 1500 tỷ đồng,nhà sản xuất nhập khẩu và phân phối dược phẩm hàng đầu của việt nam sohaco là nhà sản xuất nhập khẩu và phân phối dược phẩm hàng đầu của việt nam sohaco có nhà máy sản xuất dược phẩm hiện đại có hệ thống phân phối dược phẩm toàn quốc sohaco phát triển bền vững trong năm qua liên tục đạt mức tăng trưởng năm doanh thu đạt mốc hơn tỷ đồng,367,337,79,73
402,Solazu JSC,IT Outsourcing,Software Development Outsourcing,51-150 employees,Vietnam,Monday - Friday,No OT,"Solazu JSC
Solazu empowers businesses to innovate smarter. As a trusted technology partner, Solazu delivers cutting-edge AI solutions, data optimization, and scalable software development to drive success. With a fast-growing team of creative thinkers and developers, Solazu partners with organizations of all sizes to tackle challenges, streamline operations, and deliver exceptional results.","JavaScript
Wordpress
PHP
OOP
AngularJS
NodeJS","Take part in Projects from Silicon Valley
Annual travels; team building & soft skill courses
Bonus stock options for excellent employees
Take part in Start-Up Projects from Silicon Valley (America), Europe.
We're a young, dynamic & highly motivated team.
Salary: Competitive (based on skills and experience).
Annual travels, team building & soft skill training courses.
Bonus stock options for managers, leaders and excellence employees.","{'Ho Chi Minh': ['137 Lê Quang Định, Binh Thanh, Ho Chi Minh']}","https://itviec.com/companies/solazu-jsc
",solazu jsc solazu empowers businesses innovate smarter trusted technology partner solazu delivers cutting edge ai solutions data optimization scalable software development drive success fast growing team creative thinkers developers solazu partners organizations sizes tackle challenges streamline operations deliver exceptional results,solazu jsc solazu empowers businesses innovate smarter trusted technology partner solazu delivers cutting edge ai solutions data optimization scalable software development drive success fast growing team creative thinkers developers solazu partners organizations sizes tackle challenges streamline operations deliver exceptional results,393,336,52,40
403,Sota Tek,IT Outsourcing,Software Development Outsourcing,1000+ employees,Vietnam,Monday - Friday,Extra salary for OT,"State of the art Technology
SotaTek (State-of-the-Art Technology) offers leading tech experts with strong determination, enthusiasm and commitment to providing the most hi-tech IT services, with the ultimate goal of enabling your business success through digital transformation. We deliver sustainable Software Development, including Web/App, Blockchain, AI & Machine Learning, ERP with cost-effective solutions.
During 9+ years of development, we have gathered over 1300 talented IT consultants and developers who share deep expertise to successfully provide full-cycle IT services to our Clients from 25+ nations worldwide, with 500+ projects in various industries, such as Finance, Health Care, Retail, Real Estate, Education, Media & Entertainment.
Our HQ is located in Hanoi, Vietnam, with representative offices in the US, Korea, Japan, Australia & Singapore. We serve clients mainly from the US & NA, EU, UK, ANZ, and Asia.","Our Key Skills
NodeJS
PHP
Blockchain
C#
C++
ReactJS
SotaTek is a part of Sota Holdings, a global Software Development as a Service (SDaaS), IT Outsourcing & Consulting group headquartered in Vietnam, that delivers sustainable Software Development, including Web/App/Game Development, Blockchain, AI & Machine Learning, ERP with cost-effective solutions. About the Backend, we use NodeJS, PHP, Blockchain, and Java,... Frontend, our tech is ReactJS, Angular, VueJS","Leading in Blockchain field
Performance bonus, 13th- month salary
Minimum 14 paid leaves per year
+2
Flexible working regime and health care:
Flexible timekeeping (from 8:00 - 9:00 to 17:30 - 18:30) 
Minimum 14 paid leaves per annum for all employees after probation
01-day remote work per month
A flexitime allowance of 90-180 minutes per month for employees
01 hour paid leave per day for women having children under 12 months
Social insurance, health insurance, unemployment insurance and MIC care insurance   ","{'Ha Noi': ['2-7-11F, CIC Tower, No.2 Nguyen Thi Due, Yen Hoa, Cau Giay, Ha Noi', '7F, Golden Park, No.2 Pham Van Bach, Yen Hoa, Cau Giay, Ha Noi'], 'Da Nang': ['G8-Golden Building, 65 Hai Phong Street, Hai Chau, Da Nang']}","https://itviec.com/companies/sota-tek
",state art technology sotatek state art technology offers leading tech experts strong determination enthusiasm commitment providing hi tech services ultimate goal enabling business success digital transformation deliver sustainable software development including web app blockchain ai machine learning erp cost effective solutions 9 years development gathered 1300 talented consultants developers share deep expertise successfully provide cycle services clients 25 nations worldwide 500 projects various industries finance health care retail real estate education media entertainment hq located hanoi vietnam representative offices korea japan australia singapore serve clients mainly na eu uk anz asia,state art technology sotatek state art technology offers leading tech experts strong determination enthusiasm commitment providing hi tech services ultimate goal enabling business success digital transformation deliver sustainable software development including web app blockchain ai machine learning erp cost effective solutions years development gathered talented consultants developers share deep expertise successfully provide cycle services clients nations worldwide projects various industries finance health care retail real estate education media entertainment hq located hanoi vietnam representative offices korea japan australia singapore serve clients mainly na eu uk anz asia,930,687,135,87
